sequence step,technique,channel,time(sec),Ewe(V),Q-Q0(mAh),I(mA),cycle#,Ece (V)
1,CP,0,0.0019199999514967203,2.706054210662842,9.511579795389796e-11,-1.843076091745388e-05,0.0,-0.0003590924898162484
1,CP,0,0.0019599999504862353,2.7012581825256348,9.660698167361185e-11,0.0001342068145504527,0.0,-0.0003590924898162484
1,CP,0,0.0019999999494757503,2.6976609230041504,9.809817310320787e-11,0.0001342068145504527,0.0,-0.0007017027237452567
1,CP,0,0.0020399999484652653,2.694063901901245,9.874137001868949e-11,5.7888023263785726e-05,0.0,-1.648225588724017e-05
1,CP,0,0.0020799999474547803,2.689439058303833,1.002325614482855e-10,0.0001342068145504527,0.0,-0.0003590924898162484
1,CP,0,0.0021199999464442953,2.683957815170288,1.017237451679994e-10,0.0001342068145504527,0.0,-1.648225588724017e-05
1,CP,0,0.0021599999454338104,2.67984676361084,1.057588893004101e-10,0.0003631631670941715,0.0,-0.001386923249810934
1,CP,0,0.0021999999444233254,2.6755645275115967,1.0725008073000611e-10,0.0001342068145504527,0.0,-0.0003590924898162484
1,CP,0,0.0022399999434128404,2.6724812984466553,1.0958925125395227e-10,0.0002105255987316923,0.0,-0.0003590924898162484
1,CP,0,0.0022799999424023554,2.6704258918762207,1.1192842177789844e-10,0.0002105255987316923,0.0,-0.0003590924898162484
1,CP,0,0.0023199999413918704,2.6678566932678223,1.1426760001172673e-10,0.0002105255987316923,0.0,-0.001044312957674265
1,CP,0,0.0023599999403813854,2.6656298637390137,1.166067705356729e-10,0.0002105255987316923,0.0,0.0003261279780417681
1,CP,0,0.0023999999393709004,2.662889242172241,1.1894594105961906e-10,0.0002105255987316923,0.0,-1.648225588724017e-05
1,CP,0,0.0024399999383604154,2.6599771976470947,1.1874115888075051e-10,-1.843076091745388e-05,0.0,-1.648225588724017e-05
1,CP,0,0.0024799999373499304,2.6567227840423584,1.2108032940469668e-10,0.0002105255987316923,0.0,-0.0003590924898162484
1,CP,0,0.0025199999363394454,2.653125762939453,1.225715208342927e-10,0.0001342068145504527,0.0,-0.0007017027237452567
1,CP,0,0.0025599999353289604,2.6498711109161377,1.2406270455400659e-10,0.0001342068145504527,0.0,-0.001386923249810934
1,CP,0,0.0025999999343184754,2.6467878818511963,1.255538882737205e-10,0.0001342068145504527,0.0,-0.0007017027237452567
1,CP,0,0.0026399999333079904,2.6445610523223877,1.2789306650754878e-10,0.0002105255987316923,0.0,0.0006687382119707763
1,CP,0,0.0026799999322975054,2.6416492462158203,1.310802238357272e-10,0.0002868443971237866,0.0,-0.0003590924898162484
1,CP,0,0.0027199999312870204,2.63822340965271,1.3172342846109095e-10,5.7888023263785726e-05,0.0,-1.648225588724017e-05
1,CP,0,0.0027599999302765355,2.6356539726257324,1.34062591275155e-10,0.0002105255987316923,0.0,-0.001044312957674265
1,CP,0,0.0027999999292660505,2.632056951522827,1.3894572221179796e-10,0.00043948196548626584,0.0,0.0006687382119707763
1,CP,0,0.0028399999282555655,2.628117322921753,1.4128490044562625e-10,0.0002105255987316923,0.0,-0.0007017027237452567
1,CP,0,0.0028799999272450805,2.6252052783966064,1.4362407867945454e-10,0.0002105255987316923,0.0,-0.0007017027237452567
1,CP,0,0.0029199999262345955,2.6212656497955322,1.4511526239916844e-10,0.0001342068145504527,0.0,-1.648225588724017e-05
1,CP,0,0.0029599999252241105,2.618353843688965,1.474544406329967e-10,0.0002105255987316923,0.0,-0.0003590924898162484
1,CP,0,0.0029999999242136255,2.6159558296203613,1.5064159796117515e-10,0.0002868443971237866,0.0,-1.648225588724017e-05
1,CP,0,0.0030399999232031405,2.613215208053589,1.512848025865389e-10,5.7888023263785726e-05,0.0,-0.0003590924898162484
1,CP,0,0.0030799999221926555,2.6101319789886475,1.5277598630625278e-10,0.0001342068145504527,0.0,-0.001044312957674265
1,CP,0,0.0031199999211821705,2.607905149459839,1.5511514912031682e-10,0.0002105255987316923,0.0,0.0003261279780417681
1,CP,0,0.0031599999201716855,2.6055071353912354,1.583023218682595e-10,0.0002868443971237866,0.0,-1.648225588724017e-05
1,CP,0,0.0031999999191612005,2.601909875869751,1.6064148468232356e-10,0.0002105255987316923,0.0,-0.0003590924898162484
1,CP,0,0.0032399999181507155,2.5996832847595215,1.6298066291615185e-10,0.0002105255987316923,0.0,-0.0007017027237452567
1,CP,0,0.0032799999171402305,2.597285032272339,1.653198411499801e-10,0.0002105255987316923,0.0,-1.648225588724017e-05
1,CP,0,0.0033199999161297455,2.5942018032073975,1.66811024869694e-10,0.0001342068145504527,0.0,-0.0003590924898162484
1,CP,0,0.0033599999151192605,2.591803789138794,1.708461612922226e-10,0.0003631631670941715,0.0,-0.0003590924898162484
1,CP,0,0.0033999999141087756,2.5887205600738525,1.7488131313451544e-10,0.0003631631670941715,0.0,-0.001386923249810934
1,CP,0,0.0034399999130982906,2.58597993850708,1.772204913683437e-10,0.0002105255987316923,0.0,-0.0003590924898162484
1,CP,0,0.0034799999120878056,2.5834107398986816,1.7955965418240777e-10,0.0002105255987316923,0.0,-1.648225588724017e-05
1,CP,0,0.0035199999110773206,2.580156087875366,1.810508533218859e-10,0.0001342068145504527,0.0,-0.0003590924898162484
1,CP,0,0.0035599999100668356,2.576387882232666,1.8254203704159977e-10,0.0001342068145504527,0.0,-1.648225588724017e-05
1,CP,0,0.0035999999090563506,2.5734758377075195,1.8488119985566384e-10,0.0002105255987316923,0.0,-0.0003590924898162484
1,CP,0,0.0036399999080458656,2.5695362091064453,1.872203780894921e-10,0.0002105255987316923,0.0,-0.0003590924898162484
1,CP,0,0.0036799999070353806,2.565767765045166,1.88711561809206e-10,0.0001342068145504527,0.0,-0.0007017027237452567
1,CP,0,0.0037199999060248956,2.5621707439422607,1.9020274552891989e-10,0.0001342068145504527,0.0,-1.648225588724017e-05
1,CP,0,0.0037599999050144106,2.5584022998809814,1.9338991827686255e-10,0.0002868443971237866,0.0,-1.648225588724017e-05
1,CP,0,0.0037999999040039256,2.554633855819702,1.9488110199657646e-10,0.0001342068145504527,0.0,-1.648225588724017e-05
1,CP,0,0.0038399999029934406,2.5517220497131348,1.9891623841910505e-10,0.0003631631670941715,0.0,-0.0003590924898162484
1,CP,0,0.0038799999019829556,2.5481250286102295,2.0125541665293334e-10,0.0002105255987316923,0.0,-0.0007017027237452567
1,CP,0,0.003919999900972471,2.545384407043457,2.0444257398111176e-10,0.0002868443971237866,0.0,-0.001044312957674265
1,CP,0,0.003959999899961986,2.5417871475219727,2.0678175221494005e-10,0.0002105255987316923,0.0,-0.0003590924898162484
1,CP,0,0.003999999898951501,2.539560556411743,2.0827293593465396e-10,0.0001342068145504527,0.0,0.0003261279780417681
1,CP,0,0.004039999897941016,2.5363059043884277,2.1146009326283238e-10,0.0002868443971237866,0.0,-0.0003590924898162484
1,CP,0,0.004079999896930531,2.5330514907836914,2.1464725059101083e-10,0.0002868443971237866,0.0,-0.001044312957674265
1,CP,0,0.004119999895920046,2.530139446258545,2.1529045521637455e-10,5.7888023263785726e-05,0.0,-0.0007017027237452567
1,CP,0,0.004159999894909561,2.5265424251556396,2.159336598417383e-10,5.7888023263785726e-05,0.0,-0.001044312957674265
1,CP,0,0.004199999893899076,2.523801803588867,2.1827283807556658e-10,0.0002105255987316923,0.0,-0.0003590924898162484
1,CP,0,0.004239999892888591,2.5208897590637207,2.2061200088963062e-10,0.0002105255987316923,0.0,-0.0007017027237452567
1,CP,0,0.004279999891878106,2.518834352493286,2.2210318460934453e-10,0.0001342068145504527,0.0,-0.0003590924898162484
1,CP,0,0.004479999886825681,2.5169501304626465,2.3803898667000095e-10,0.0002868443971237866,0.0,0.0003261279780417681
1,CP,0,0.004519999885815196,2.514038324356079,2.4207413851229376e-10,0.0003631631670941715,0.0,-0.0007017027237452567
1,CP,0,0.004559999884804711,2.509070873260498,2.4356532223200766e-10,0.0001342068145504527,0.0,-0.0003590924898162484
1,CP,0,0.004599999883794226,2.504103422164917,2.467524795601861e-10,0.0002868443971237866,0.0,-0.0003590924898162484
1,CP,0,0.004639999882783741,2.498279571533203,2.490916577940144e-10,0.0002105255987316923,0.0,0.0003261279780417681
1,CP,0,0.004679999881773256,2.492969512939453,2.53126794216543e-10,0.0003631631670941715,0.0,0.0006687382119707763
1,CP,0,0.004719999880762771,2.4866318702697754,2.554659724503713e-10,0.0002105255987316923,0.0,0.0003261279780417681
1,CP,0,0.004759999879752286,2.4806365966796875,2.586531297785497e-10,0.0002868443971237866,0.0,-0.0007017027237452567
1,CP,0,0.004799999878741801,2.4742989540100098,2.60992308012378e-10,0.0002105255987316923,0.0,-0.0007017027237452567
1,CP,0,0.004839999877731316,2.46864652633667,2.6417948076032066e-10,0.0002868443971237866,0.0,0.0003261279780417681
1,CP,0,0.004879999876720831,2.463165044784546,2.656706644800345e-10,0.0001342068145504527,0.0,-0.0003590924898162484
1,CP,0,0.004919999875710346,2.458711624145508,2.705537954166775e-10,0.00043948196548626584,0.0,-0.001044312957674265
1,CP,0,0.004959999874699861,2.4549431800842285,2.728929736505058e-10,0.0002105255987316923,0.0,-0.0007017027237452567
1,CP,0,0.004999999873689376,2.4510035514831543,2.7608011555892e-10,0.0002868443971237866,0.0,-1.648225588724017e-05
1,CP,0,0.005039999872678891,2.4484341144561768,2.7841929379274827e-10,0.0002105255987316923,0.0,-1.648225588724017e-05
1,CP,0,0.005079999871668406,2.4448370933532715,2.8160646654069094e-10,0.0002868443971237866,0.0,-0.0007017027237452567
1,CP,0,0.005119999870657921,2.4408974647521973,2.8309765026040484e-10,0.0001342068145504527,0.0,-0.0007017027237452567
1,CP,0,0.005159999869647436,2.436786413192749,2.8543679765470464e-10,0.0002105255987316923,0.0,-0.0003590924898162484
1,CP,0,0.005199999868636951,2.4331893920898438,2.8777597588853293e-10,0.0002105255987316923,0.0,-0.001386923249810934
1,CP,0,0.005239999867626466,2.4297635555267334,2.909631486364756e-10,0.0002868443971237866,0.0,-0.0007017027237452567
1,CP,0,0.005279999866615981,2.4256527423858643,2.9415029054488983e-10,0.0002868443971237866,0.0,-0.0003590924898162484
1,CP,0,0.005319999865605496,2.422569513320923,2.9564150510413217e-10,0.0001342068145504527,0.0,-1.648225588724017e-05
1,CP,0,0.005359999864595011,2.4194862842559814,2.97980652498432e-10,0.0002105255987316923,0.0,-0.0003590924898162484
1,CP,0,0.005399999863584526,2.416060447692871,2.994718362181459e-10,0.0001342068145504527,0.0,-1.648225588724017e-05
1,CP,0,0.005439999862574041,2.4128057956695557,3.0181101445197417e-10,0.0002105255987316923,0.0,-1.648225588724017e-05
1,CP,0,0.005479999861563556,2.4088661670684814,3.0245423449710213e-10,5.7888023263785726e-05,0.0,-0.0007017027237452567
1,CP,0,0.005519999860553071,2.40578293800354,3.0564137640551636e-10,0.0002868443971237866,0.0,-1.648225588724017e-05
1,CP,0,0.005559999859542586,2.401500701904297,3.062845964506443e-10,5.7888023263785726e-05,0.0,-1.648225588724017e-05
1,CP,0,0.005599999858532101,2.3975610733032227,3.0692778565624384e-10,5.7888023263785726e-05,0.0,0.0003261279780417681
1,CP,0,0.005639999857521616,2.3936214447021484,3.0926696389007213e-10,0.0002105255987316923,0.0,0.0003261279780417681
1,CP,0,0.005679999856511131,2.389681816101074,3.1160614212390037e-10,0.0002105255987316923,0.0,-0.0007017027237452567
1,CP,0,0.005719999855500646,2.386598587036133,3.114013368153855e-10,-1.843076091745388e-05,0.0,-0.0007017027237452567
1,CP,0,0.005759999854490161,2.3831727504730225,3.137405150492138e-10,0.0002105255987316923,0.0,-0.0003590924898162484
1,CP,0,0.005799999853479676,2.379746913909912,3.1777565147174236e-10,0.0003631631670941715,0.0,-1.648225588724017e-05
1,CP,0,0.005839999852469191,2.376492500305176,3.1926686603098475e-10,0.0001342068145504527,0.0,-0.0003590924898162484
1,CP,0,0.005879999851458706,2.3740944862365723,3.2160601342528455e-10,0.0002105255987316923,0.0,-0.0007017027237452567
1,CP,0,0.005919999850448221,2.370839834213257,3.2394519165911284e-10,0.0002105255987316923,0.0,-0.0007017027237452567
1,CP,0,0.005959999849437736,2.3682706356048584,3.2543637537882675e-10,0.0001342068145504527,0.0,-0.0003590924898162484
1,CP,0,0.005999999848427251,2.365358591079712,3.2777555361265503e-10,0.0002105255987316923,0.0,-1.648225588724017e-05
1,CP,0,0.006039999847416766,2.3619327545166016,3.301147318464833e-10,0.0002105255987316923,0.0,-0.0007017027237452567
1,CP,0,0.006079999846406281,2.359877347946167,3.307579210520828e-10,5.7888023263785726e-05,0.0,-1.648225588724017e-05
1,CP,0,0.006119999845395796,2.3566229343414307,3.330970992859111e-10,0.0002105255987316923,0.0,-0.001044312957674265
1,CP,0,0.006159999844385311,2.3531970977783203,3.34588283005625e-10,0.0001342068145504527,0.0,-0.001044312957674265
1,CP,0,0.006199999843374826,2.3506276607513428,3.3523150305075294e-10,5.7888023263785726e-05,0.0,-0.0003590924898162484
1,CP,0,0.006239999842364341,2.3478870391845703,3.3926663947328156e-10,0.0003631631670941715,0.0,-1.648225588724017e-05
1,CP,0,0.006279999841353856,2.34446120262146,3.3990982867888103e-10,5.7888023263785726e-05,0.0,-1.648225588724017e-05
1,CP,0,0.006319999840343371,2.3406927585601807,3.4394499594093813e-10,0.0003631631670941715,0.0,-0.0003590924898162484
1,CP,0,0.006359999839332886,2.3381235599517822,3.437401906324232e-10,-1.843076091745388e-05,0.0,-1.648225588724017e-05
1,CP,0,0.006399999838322401,2.334183931350708,3.426874216493224e-10,-9.474954509869349e-05,0.0,-1.648225588724017e-05
1,CP,0,0.006439999837311916,2.3312718868255615,3.450265998831507e-10,0.0002105255987316923,0.0,-0.0003590924898162484
1,CP,0,0.006479999836301431,2.3271608352661133,3.482137726310934e-10,0.0002868443971237866,0.0,-1.648225588724017e-05
1,CP,0,0.006519999835290946,2.323906421661377,3.505529200253932e-10,0.0002105255987316923,0.0,-0.0003590924898162484
1,CP,0,0.006559999834280461,2.3208231925964355,3.5289209825922146e-10,0.0002105255987316923,0.0,-1.648225588724017e-05
1,CP,0,0.006599999833269976,2.317739963531494,3.5438328197893537e-10,0.0001342068145504527,0.0,0.0003261279780417681
1,CP,0,0.006639999832259491,2.3146567344665527,3.5672246021276366e-10,0.0002105255987316923,0.0,-0.0003590924898162484
1,CP,0,0.006679999831249006,2.3120875358581543,3.599096329607063e-10,0.0002868443971237866,0.0,-0.0007017027237452567
1,CP,0,0.006719999830238521,2.3096892833709717,3.630967748691205e-10,0.0002868443971237866,0.0,-1.648225588724017e-05
1,CP,0,0.006759999829228036,2.3066060543060303,3.645879585888344e-10,0.0001342068145504527,0.0,-0.0003590924898162484
1,CP,0,0.006799999828217551,2.303865432739258,3.669271368226627e-10,0.0002105255987316923,0.0,-0.0007017027237452567
1,CP,0,0.006839999827207066,2.3012962341308594,3.69266315056491e-10,0.0002105255987316923,0.0,-0.0003590924898162484
1,CP,0,0.006879999826196581,2.298726797103882,3.716054932903193e-10,0.0002105255987316923,0.0,-0.0003590924898162484
1,CP,0,0.006919999825186096,2.2959861755371094,3.7394467152414756e-10,0.0002105255987316923,0.0,-0.0007017027237452567
1,CP,0,0.006959999824175611,2.293930768966675,3.7628384975797585e-10,0.0002105255987316923,0.0,-0.0003590924898162484
1,CP,0,0.006999999823165126,2.2913613319396973,3.777750334776897e-10,0.0001342068145504527,0.0,-1.648225588724017e-05
1,CP,0,0.007039999822154641,2.2899911403656006,3.8011418087198956e-10,0.0002105255987316923,0.0,-0.0003590924898162484
1,CP,0,0.007079999821144156,2.287592887878418,3.8245335910581784e-10,0.0002105255987316923,0.0,-0.0007017027237452567
1,CP,0,0.007119999820133671,2.286393880844116,3.847925373396461e-10,0.0002105255987316923,0.0,0.0003261279780417681
1,CP,0,0.007199999818112701,2.2841672897338867,3.9286284102423175e-10,0.0002868443971237866,0.0,-0.001044312957674265
1,CP,0,0.007239999817102216,2.282625675201416,3.9350603022983127e-10,5.7888023263785726e-05,0.0,-1.648225588724017e-05
1,CP,0,0.007319999815081246,2.2809126377105713,3.9394444496644437e-10,5.7888023263785726e-05,0.0,-1.648225588724017e-05
1,CP,0,0.007359999814070761,2.2793710231781006,3.962836232002726e-10,0.0002105255987316923,0.0,-0.0007017027237452567
1,CP,0,0.007399999813060276,2.277486801147461,3.977748069199865e-10,0.0001342068145504527,0.0,-0.0007017027237452567
1,CP,0,0.007439999812049791,2.2761166095733643,3.9841799612558604e-10,5.7888023263785726e-05,0.0,-1.648225588724017e-05
1,CP,0,0.007479999811039306,2.273375988006592,3.9990917984529994e-10,0.0001342068145504527,0.0,-0.0003590924898162484
1,CP,0,0.007519999810028821,2.272005558013916,3.9885641086219914e-10,-9.474954509869349e-05,0.0,-1.648225588724017e-05
1,CP,0,0.007559999809018336,2.2702927589416504,4.020435836101418e-10,0.0002868443971237866,0.0,-0.0007017027237452567
1,CP,0,0.007599999808007851,2.267894744873047,4.0523075635808447e-10,0.0002868443971237866,0.0,0.0006687382119707763
1,CP,0,0.007639999806997366,2.2656679153442383,4.0926589278061304e-10,0.0003631631670941715,0.0,-1.648225588724017e-05
1,CP,0,0.007719999804976396,2.2644689083099365,4.1309625473415523e-10,0.0002868443971237866,0.0,-0.0003590924898162484
1,CP,0,0.007759999803965911,2.2634410858154297,4.1458743845386914e-10,0.0001342068145504527,0.0,-0.0003590924898162484
1,CP,0,0.007839999801944941,2.262242078781128,4.167218113791825e-10,5.7888023263785726e-05,0.0,-0.0003590924898162484
1,CP,0,0.007919999799923971,2.261214256286621,4.230961260355394e-10,0.0002868443971237866,0.0,-0.0007017027237452567
1,CP,0,0.007999999797903001,2.2600152492523193,4.2777448250319594e-10,0.0001342068145504527,0.0,-0.0003590924898162484
1,CP,0,0.008159999793861061,2.2586450576782227,4.37979159113095e-10,0.0003631631670941715,0.0,-1.648225588724017e-05
1,CP,0,0.008319999789819121,2.257446050643921,4.44791888506065e-10,0.0001342068145504527,0.0,0.0003261279780417681
1,CP,0,0.008399999787798151,2.256418228149414,4.4692629227090685e-10,0.0002105255987316923,0.0,-0.0003590924898162484
1,CP,0,0.008519999784766696,2.2553904056549072,4.530958324582773e-10,0.0002105255987316923,0.0,-0.0003590924898162484
1,CP,0,0.008719999779714271,2.2541913986206055,4.6479169278789023e-10,0.0002105255987316923,0.0,-0.0007017027237452567
1,CP,0,0.008799999777693301,2.2531638145446777,4.67774060227318e-10,0.0002105255987316923,0.0,-1.648225588724017e-05
1,CP,0,0.009319999764556997,2.2547054290771484,4.92247415668285e-10,0.0003631631670941715,0.0,-0.0003590924898162484
1,CP,0,0.009439999761525542,2.255733013153076,4.97568961341541e-10,0.0002105255987316923,0.0,-0.0007017027237452567
1,CP,0,0.009559999758494087,2.257617235183716,5.054344597176118e-10,0.0002868443971237866,0.0,-1.648225588724017e-05
1,CP,0,0.009639999756473117,2.2586450576782227,5.092648216711539e-10,0.0001342068145504527,0.0,-0.0003590924898162484
1,CP,0,0.009719999754452147,2.2600152492523193,5.113991945964674e-10,0.0002105255987316923,0.0,-1.648225588724017e-05
1,CP,0,0.009799999752431177,2.261728286743164,5.126856038471949e-10,5.7888023263785726e-05,0.0,0.0003261279780417681
1,CP,0,0.010039999746368267,2.262927293777466,5.27568606085222e-10,0.0002105255987316923,0.0,-0.0003590924898162484
1,CP,0,0.010079999745357782,2.2639548778533936,5.290598206444643e-10,0.0001342068145504527,0.0,-0.001044312957674265
1,CP,0,0.010119999744347297,2.2653253078460693,5.322469625528786e-10,0.0002868443971237866,0.0,-0.0003590924898162484
1,CP,0,0.010159999743336812,2.2690937519073486,5.337381771121209e-10,0.0001342068145504527,0.0,-0.0007017027237452567
1,CP,0,0.010199999742326327,2.271834373474121,5.352293299923063e-10,0.0001342068145504527,0.0,-0.0007017027237452567
1,CP,0,0.010239999741315842,2.2759451866149902,5.375685082261347e-10,0.0002105255987316923,0.0,-1.648225588724017e-05
1,CP,0,0.010279999740305357,2.2797136306762695,5.399076864599629e-10,0.0002105255987316923,0.0,0.0003261279780417681
1,CP,0,0.010319999739294872,2.2843384742736816,5.413989010192053e-10,0.0001342068145504527,0.0,-0.0003590924898162484
1,CP,0,0.010359999738284387,2.28844952583313,5.411941265502189e-10,-1.843076091745388e-05,0.0,-0.0003590924898162484
1,CP,0,0.010399999737273902,2.292046546936035,5.409892904021756e-10,-1.843076091745388e-05,0.0,-0.0007017027237452567
1,CP,0,0.010439999736263417,2.297870397567749,5.450244576642326e-10,0.0003631631670941715,0.0,-1.648225588724017e-05
1,CP,0,0.010479999735252932,2.302666425704956,5.46515672223475e-10,0.0001342068145504527,0.0,-0.001044312957674265
1,CP,0,0.010519999734242447,2.306948661804199,5.471588614290744e-10,5.7888023263785726e-05,0.0,-0.0003590924898162484
1,CP,0,0.010559999733231962,2.3103744983673096,5.503460033374886e-10,0.0002868443971237866,0.0,-0.0003590924898162484
1,CP,0,0.010599999732221477,2.313286542892456,5.484452398402735e-10,-0.00017106832217450574,0.0,-0.0003590924898162484
1,CP,0,0.010639999731210992,2.3155131340026855,5.499364543995158e-10,0.0001342068145504527,0.0,-1.648225588724017e-05
1,CP,0,0.010679999730200507,2.318253993988037,5.539715599825159e-10,0.0003631631670941715,0.0,0.0003261279780417681
1,CP,0,0.010719999729190022,2.3206520080566406,5.563107382163442e-10,0.0002105255987316923,0.0,-1.648225588724017e-05
1,CP,0,0.010759999728179537,2.323563814163208,5.569539274219437e-10,5.7888023263785726e-05,0.0,0.0003261279780417681
1,CP,0,0.010799999727169052,2.3269896507263184,5.584451419811861e-10,0.0001342068145504527,0.0,-1.648225588724017e-05
1,CP,0,0.010839999726158567,2.3300728797912598,5.633282729178291e-10,0.00043948196548626584,0.0,-0.0007017027237452567
1,CP,0,0.010879999725148082,2.333669900894165,5.656674511516574e-10,0.0002105255987316923,0.0,-0.0007017027237452567
1,CP,0,0.010919999724137597,2.3365819454193115,5.680066293854856e-10,0.0002105255987316923,0.0,-0.0007017027237452567
1,CP,0,0.010959999723127112,2.33915114402771,5.720417349684858e-10,0.0003631631670941715,0.0,-0.0007017027237452567
1,CP,0,0.010999999722116627,2.3424057960510254,5.743809132023141e-10,0.0002105255987316923,0.0,-0.0007017027237452567
1,CP,0,0.011039999721106142,2.344974994659424,5.767200914361423e-10,0.0002105255987316923,0.0,-0.0007017027237452567
1,CP,0,0.011079999720095657,2.3477158546447754,5.782113059953847e-10,0.0001342068145504527,0.0,-0.0007017027237452567
1,CP,0,0.011119999719085172,2.3509702682495117,5.797024588755701e-10,0.0001342068145504527,0.0,-1.648225588724017e-05
1,CP,0,0.011159999718074687,2.354567289352417,5.820416371093984e-10,0.0002105255987316923,0.0,-0.001044312957674265
1,CP,0,0.011199999717064202,2.3578219413757324,5.809888989658261e-10,-9.474954509869349e-05,0.0,-1.648225588724017e-05
1,CP,0,0.011239999716053717,2.3617615699768066,5.833280771996543e-10,0.0002105255987316923,0.0,-0.0003590924898162484
1,CP,0,0.011279999715043232,2.364844799041748,5.856672554334826e-10,0.0002105255987316923,0.0,-0.0007017027237452567
1,CP,0,0.011319999714032747,2.3677566051483154,5.88006371988254e-10,0.0002105255987316923,0.0,-0.0007017027237452567
1,CP,0,0.011359999713022262,2.370497226715088,5.92041539250311e-10,0.0003631631670941715,0.0,0.0006687382119707763
1,CP,0,0.011399999712011777,2.3737518787384033,5.960767065123681e-10,0.0003631631670941715,0.0,-0.0003590924898162484
1,CP,0,0.011439999711001292,2.375636100769043,5.975678593925535e-10,0.0001342068145504527,0.0,-0.001386923249810934
1,CP,0,0.011479999709990807,2.3782052993774414,5.990590739517959e-10,0.0001342068145504527,0.0,-0.001044312957674265
1,CP,0,0.011519999708980322,2.381459951400757,5.997022631573954e-10,5.7888023263785726e-05,0.0,-1.648225588724017e-05
1,CP,0,0.011559999707969837,2.3842005729675293,6.020414413912236e-10,0.0002105255987316923,0.0,-1.648225588724017e-05
1,CP,0,0.011599999706959352,2.3867697715759277,6.03532655950466e-10,0.0001342068145504527,0.0,0.0003261279780417681
1,CP,0,0.011639999705948867,2.389681816101074,6.050238088306514e-10,0.0001342068145504527,0.0,-0.001044312957674265
1,CP,0,0.011679999704938382,2.3922510147094727,6.082109507390656e-10,0.0002868443971237866,0.0,0.0003261279780417681
1,CP,0,0.011719999703927897,2.39482045173645,6.113981543265368e-10,0.0002868443971237866,0.0,-0.0007017027237452567
1,CP,0,0.011759999702917412,2.3980748653411865,6.128893072067222e-10,0.0001342068145504527,0.0,-0.0003590924898162484
1,CP,0,0.011799999701906927,2.401158094406128,6.135324964123218e-10,5.7888023263785726e-05,0.0,-0.0003590924898162484
1,CP,0,0.011839999700896442,2.4042413234710693,6.1587167464615e-10,0.0002105255987316923,0.0,-0.0007017027237452567
1,CP,0,0.011879999699885957,2.4074959754943848,6.199068419082071e-10,0.0003631631670941715,0.0,-0.001044312957674265
1,CP,0,0.011919999698875472,2.41109299659729,6.205500311138066e-10,5.7888023263785726e-05,0.0,-1.648225588724017e-05
1,CP,0,0.011959999697864987,2.4141762256622314,6.21193220319406e-10,5.7888023263785726e-05,0.0,-0.0003590924898162484
1,CP,0,0.011999999696854502,2.4181158542633057,6.226844348786484e-10,0.0001342068145504527,0.0,-0.0003590924898162484
1,CP,0,0.012039999695844017,2.422398090362549,6.250236131124767e-10,0.0002105255987316923,0.0,-0.0007017027237452567
1,CP,0,0.012079999694833532,2.425995111465454,6.299067440491197e-10,0.00043948196548626584,0.0,-0.001044312957674265
1,CP,0,0.012119999693823047,2.4292497634887695,6.339418496321199e-10,0.0003631631670941715,0.0,-0.001044312957674265
